fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
689.950 TL;Renault;Clio;1.5 dCi SportTourer Joy;2018;98.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;Takasa Uygun Değil;Sahibinden
605.000 TL;Renault;Clio;1.5 dCi Icon;2013;207.000 km;Düz;Dizel;Hatchback/5;Gri (metalik);1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen;Takasa Uygun;Sahibinden
720.000 TL;Renault;Clio;1.0 SCe Joy;2020;6.090 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
655.000 TL;Renault;Clio;1.5 dCi Joy;2018;84.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
819.000 TL;Renault;Clio;1.3 TCe Touch;2020;59.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;4 boyalı;Takasa Uygun Değil;Galeriden
350.000 TL;Renault;Clio;1.5 dCi Fidji;2004;280.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;3 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
375.000 TL;Renault;Clio;1.5 dCi Grandtour Dynamique;2010;341.000 km;Düz;Dizel;Station wagon;Kahverengi;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;2 değişen, 4 boyalı;Takasa Uygun;Galeriden
760.000 TL;Renault;Clio;1.0 TCe Joy;2020;30.000 km;Otomatik;Benzin;Hatchback/5;Lacivert;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;3 boyalı;-;Sahibinden
350.000 TL;Renault;Clio;1.5 dCi Grandtour Authentique;2010;298.000 km;Düz;Dizel;Station wagon;Gri;1461 cc;65 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;-;Sahibinden
535.000 TL;Renault;Clio;1.5 dCi Joy;2018;205.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;Takasa Uygun;Galeriden
700.000 TL;Renault;Clio;1.0 TCe Touch;2020;47.000 km;Düz;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
357.000 TL;Renault;Clio;1.4 Authentique;2006;197.000 km;Düz;Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;-;Sahibinden
740.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2017;99.800 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;-;Sahibinden
720.000 TL;Renault;Clio;1.5 dCi Touch;2017;119.450 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
655.750 TL;Renault;Clio;1.5 dCi Icon;2018;111.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;5 değişen, 5 boyalı;Takasa Uygun Değil;Galeriden
605.000 TL;Renault;Clio;1.5 dCi Joy;2015;124.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
650.000 TL;Renault;Clio;1.5 dCi Joy;2018;142.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen;-;Sahibinden
743.000 TL;Renault;Clio;1.0 TCe Joy;2022;62.562 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
621.000 TL;Renault;Clio;1.5 dCi Icon;2013;120.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen;Takasa Uygun;Sahibinden
920.000 TL;Renault;Clio;1.0 TCe Icon;2023;9.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
709.000 TL;Renault;Clio;1.3 TCe Touch;2020;66.006 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;2 boyalı;Takasa Uygun;Galeriden
500.000 TL;Renault;Clio;1.2 Joy;2015;170.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;7 boyalı;Takasa Uygun;Galeriden
350.000 TL;Renault;Clio;1.6 RTE;2000;215.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1598 cc;90 hp;Önden Çekiş;7,8 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
695.000 TL;Renault;Clio;1.5 dCi Touch;2017;55.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
370.000 TL;Renault;Clio;1.5 dCi Authentique;2007;240.000 km;Düz;Dizel;Hatchback/3;Füme;1461 cc;65 hp;Önden Çekiş;4,3 lt;50 lt;1 değişen, 4 boyalı;-;Sahibinden
325.000 TL;Renault;Clio;1.4 Authentique;2006;355.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
755.000 TL;Renault;Clio;1.0 TCe Joy;2022;24.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
305.000 TL;Renault;Clio;1.4 RNA;2001;284.000 km;Düz;LPG & Benzin;Sedan;Siyah;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;-;Sahibinden
459.000 TL;Renault;Clio;1.5 dCi Authentique;2011;176.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;70 hp;Önden Çekiş;4,5 lt;55 lt;3 boyalı;-;Sahibinden
565.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;172.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
320.000 TL;Renault;Clio;1.4 RNA;2000;262.000 km;Düz;LPG & Benzin;Sedan;Bordo;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
560.000 TL;Renault;Clio;1.5 dCi Icon;2015;279.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1401 - 1600 cm3;76 - 100 HP;-;-;-;2 boyalı;Takasa Uygun Değil;Sahibinden
543.000 TL;Renault;Clio;1.5 dCi Touch;2016;155.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 3 boyalı;-;Sahibinden
722.000 TL;Renault;Clio;1.5 dCi Touch;2018;85.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
750.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2017;136.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;-;Sahibinden
317.000 TL;Renault;Clio;1.5 dCi Authentique;2005;326.000 km;Düz;Dizel;Sedan;Yeşil;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;-;Sahibinden
295.000 TL;Renault;Clio;1.4 RNA;2000;217.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen;-;Sahibinden
325.000 TL;Renault;Clio;1.5 dCi Authentique;2005;284.900 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
539.000 TL;Renault;Clio;1.5 dCi Icon;2012;249.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Galeriden
725.000 TL;Renault;Clio;1.5 dCi Icon;2017;131.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
699.000 TL;Renault;Clio;1.5 dCi Icon;2014;80.600 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
375.900 TL;Renault;Clio;1.5 dCi Authentique;2008;236.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;2 değişen, 3 boyalı;Takasa Uygun;Galeriden
535.000 TL;Renault;Clio;1.5 dCi Joy;2015;183.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
328.000 TL;Renault;Clio;1.4 Authentique;2004;206.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen, 7 boyalı;-;Sahibinden
390.000 TL;Renault;Clio;1.4 Authentique;2007;65.000 km;Düz;Benzin;Sedan;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;7,3 lt;50 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Galeriden
588.000 TL;Renault;Clio;1.5 dCi Icon;2017;288.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
289.000 TL;Renault;Clio;1.4 Fidji;2004;400.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7,3 lt;50 lt;4 boyalı;-;Sahibinden
358.000 TL;Renault;Clio;1.4 RNA;2000;163.000 km;Düz;Benzin;Sedan;Kırmızı;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
785.000 TL;Renault;Clio;1.0 SCe Joy;2023;9.000 km;Düz;Benzin;Hatchback/5;Lacivert;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
340.000 TL;Renault;Clio;1.4 Authentique;2002;340.500 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı boyalı;-;Sahibinden
799.000 TL;Renault;Clio;0.9 TCe Sport Tourer Joy;2020;30.000 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
545.000 TL;Renault;Clio;1.2 Icon;2012;139.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 boyalı;Takasa Uygun;Sahibinden
345.000 TL;Renault;Clio;1.5 dCi Authentique;2003;277.000 km;Düz;Dizel;Hatchback/3;Gri;1461 cc;65 hp;Önden Çekiş;4,3 lt;50 lt;12 boyalı;-;Sahibinden
790.000 TL;Renault;Clio;1.0 TCe Joy;2021;15.000 km;Otomatik;Benzin;Hatchback/5;Gri (titanyum);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
685.000 TL;Renault;Clio;1.5 BlueDCI Joy;2020;46.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;85 hp;Önden Çekiş;3,6 lt;39 lt;2 boyalı;Takasa Uygun;Galeriden
300.000 TL;Renault;Clio;1.6 RTE;2000;260.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
625.000 TL;Renault;Clio;1.2 Joy Plus;2018;38.000 km;Düz;Benzin;Hatchback/5;Bordo;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
419.000 TL;Renault;Clio;1.4 Alize;2006;201.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 boyalı;Takasa Uygun;Sahibinden
745.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2017;119.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
325.000 TL;Renault;Clio;1.4 Authentique;2003;240.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 boyalı;-;Sahibinden
800.000 TL;Renault;Clio;1.0 TCe Touch;2020;30.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;4,3 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
340.000 TL;Renault;Clio;1.4 RXT;2001;237.500 km;Düz;LPG & Benzin;Hatchback/5;Mavi;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;8 boyalı;-;Sahibinden
345.000 TL;Renault;Clio;1.4 Privilege;2003;197.000 km;Düz;Benzin;Hatchback/5;Yeşil (metalik);1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;1 değişen, 12 boyalı;-;Sahibinden
865.000 TL;Renault;Clio;1.0 TCe Touch;2022;6.200 km;Otomatik;Benzin;Hatchback/5;Lacivert;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
789.950 TL;Renault;Clio;1.0 TCe Joy;2021;46.200 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;7 boyalı;Takasa Uygun;Galeriden
645.000 TL;Renault;Clio;1.5 dCi Joy;2018;113.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
650.000 TL;Renault;Clio;0.9 TCe Touch;2019;28.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
750.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2018;192.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
520.000 TL;Renault;Clio;1.2 Joy;2015;249.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 boyalı;-;Sahibinden
720.000 TL;Renault;Clio;1.5 dCi Touch;2017;115.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
399.000 TL;Renault;Clio;1.4 Alize;2006;174.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;1 değişen, 1 boyalı;-;Sahibinden
655.000 TL;Renault;Clio;1.5 dCi Touch;2018;108.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
420.000 TL;Renault;Clio;1.4 Authentique;2008;174.000 km;Düz;LPG & Benzin;Sedan;Gri (metalik);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen;-;Sahibinden
330.000 TL;Renault;Clio;1.6 RTE;2000;227.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;1 değişen;-;Sahibinden
245.500 TL;Renault;Clio;1.4 RT;1997;158.500 km;Düz;LPG & Benzin;Hatchback/5;Yeşil;1390 cc;75 hp;Önden Çekiş;43 lt;-;12 boyalı;-;Sahibinden
549.000 TL;Renault;Clio;1.6 Dynamique;2007;89.000 km;Otomatik;Benzin;Hatchback/5;Gri;1598 cc;110 hp;Önden Çekiş;7,5 lt;55 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
779.000 TL;Renault;Clio;1.0 TCe Joy;2022;20.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
315.000 TL;Renault;Clio;1.5 dCi Authentique;2006;307.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;86 hp;Önden Çekiş;4,4 lt;55 lt;2 değişen, 6 boyalı;Takasa Uygun;Galeriden
559.000 TL;Renault;Clio;1.0 SCe Joy;2020;97.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
392.000 TL;Renault;Clio;1.4 Expression;2008;255.000 km;Düz;Benzin;Sedan;Kahverengi;1390 cc;98 hp;Önden Çekiş;7,3 lt;50 lt;1 değişen, 9 boyalı;Takasa Uygun;Galeriden
365.500 TL;Renault;Clio;1.5 dCi Alize;2006;283.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 6 boyalı;Takasa Uygun;Galeriden
449.500 TL;Renault;Clio;1.5 dCi Authentique;2008;232.000 km;Düz;Dizel;Hatchback/5;Bej;1461 cc;80 hp;Önden Çekiş;4,8 lt;55 lt;3 boyalı;Takasa Uygun;Galeriden
455.500 TL;Renault;Clio;1.2 Extreme;2008;198.000 km;Düz;LPG & Benzin;Hatchback/5;Füme;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;8 boyalı;Takasa Uygun;Galeriden
590.000 TL;Renault;Clio;1.5 dCi Touch;2016;108.259 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 3 boyalı;Takasa Uygun Değil;Yetkili Bayiden
499.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;246.000 km;Düz;Dizel;Station wagon;Kırmızı;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
735.000 TL;Renault;Clio;1.0 TCe Joy;2021;50.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
640.000 TL;Renault;Clio;1.5 dCi Joy;2017;132.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
809.950 TL;Renault;Clio;1.5 dCi Icon;2019;89.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
614.000 TL;Renault;Clio;0.9 TCe Joy;2020;35.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;1 boyalı;Takasa Uygun;Galeriden
709.000 TL;Renault;Clio;1.0 TCe Touch;2023;18.200 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
310.000 TL;Renault;Clio;1.6 RTE;2000;185.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;7,8 lt;50 lt;3 değişen;Takasa Uygun;Galeriden
697.750 TL;Renault;Clio;1.0 TCe Touch;2023;30.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
649.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;86.120 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
649.750 TL;Renault;Clio;1.5 dCi SportTourer Icon;2017;216.021 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun;Yetkili Bayiden
565.000 TL;Renault;Clio;0.9 TCe Joy;2020;116.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun;Galeriden
809.900 TL;Renault;Clio;1.5 dCi Touch;2019;75.538 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun Değil;Galeriden
650.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2014;296.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
543.500 TL;Renault;Clio;1.6 Extreme;2012;174.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;7,5 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
579.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;173.500 km;Düz;Dizel;Station wagon;Bej;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 değişen;Takasa Uygun;Galeriden
530.900 TL;Renault;Clio;1.5 dCi Touch;2016;200.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
295.000 TL;Renault;Clio;1.4 RNA;2001;293.000 km;Düz;LPG & Benzin;Sedan;Lacivert;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı boyalı;Takasa Uygun;Yetkili Bayiden
488.750 TL;Renault;Clio;1.5 dCi Joy;2014;264.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
639.900 TL;Renault;Clio;1.5 dCi Joy;2019;86.119 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
385.000 TL;Renault;Clio;1.2 Extreme;2008;238.000 km;Düz;LPG & Benzin;Hatchback/5;Bordo;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
475.000 TL;Renault;Clio;1.6 Grandtour Extreme;2011;157.000 km;Otomatik;LPG & Benzin;Station wagon;Gri;1598 cc;110 hp;Önden Çekiş;7,8 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
789.900 TL;Renault;Clio;1.0 TCe Touch;2021;85.820 km;Otomatik;Benzin;Hatchback/5;Gri;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
625.900 TL;Renault;Clio;0.9 TCe Joy;2019;46.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;3 boyalı;Takasa Uygun;Galeriden
740.000 TL;Renault;Clio;1.0 TCe Joy;2021;16.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;4,3 lt;42 lt;1 değişen;Takasa Uygun Değil;Galeriden
849.000 TL;Renault;Clio;1.0 TCe Joy;2022;15.352 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Yetkili Bayiden
773.000 TL;Renault;Clio;1.0 SCe Joy;2022;14.300 km;Düz;Benzin;Hatchback/5;Kırmızı;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Yetkili Bayiden
585.000 TL;Renault;Clio;1.5 dCi GT Line;2015;170.528 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun Değil;Yetkili Bayiden
350.000 TL;Renault;Clio;1.2 Authentique;2005;178.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
315.500 TL;Renault;Clio;1.4 RNA;2000;148.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen;Takasa Uygun Değil;Sahibinden
539.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2013;165.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
525.000 TL;Renault;Clio;1.5 dCi Joy;2016;166.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Galeriden
569.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;180.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
625.500 TL;Renault;Clio;1.0 SCe Joy;2023;10.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
775.750 TL;Renault;Clio;1.0 TCe Icon;2022;20.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 değişen;Takasa Uygun Değil;Galeriden
598.000 TL;Renault;Clio;1.5 dCi Touch;2014;111.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
815.000 TL;Renault;Clio;1.0 TCe Joy;2020;105.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
